,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,236.15828595161437,7.948955660367163,3.7293379306793213,0.34583684374102186,1,1000,sqrt,14.0,False,"{'random_state': 1, 'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 14.0, 'bootstrap': False}",-241.2273978550715,-242.5646800469268,-238.43027635056504,-240.93499333413868,-242.8242281201662,-241.19631514137365,1.5647842659968225,2
1,3.9098599433898924,0.8319698066045846,0.41245808601379397,0.08959307719696828,1,100,1,16.0,False,"{'random_state': 1, 'n_estimators': 100, 'max_features': 1, 'max_depth': 16.0, 'bootstrap': False}",-537.2450549184939,-533.1788223771457,-535.0248047268282,-530.8334743122881,-533.7562855699284,-534.0076883809369,2.113808171940147,5
2,107.79103870391846,3.0505355733853468,5.905211305618286,0.4249423352533392,1,2000,5,12.0,False,"{'random_state': 1, 'n_estimators': 2000, 'max_features': 5, 'max_depth': 12.0, 'bootstrap': False}",-441.6823262408478,-444.7491079140854,-436.94794843327276,-437.6001216219744,-440.77895214651346,-440.3516912713388,2.844187590523149,4
3,79.01888380050659,5.973914569542171,2.6312728404998778,0.248926035190188,1,1000,10,10.0,False,"{'random_state': 1, 'n_estimators': 1000, 'max_features': 10, 'max_depth': 10.0, 'bootstrap': False}",-388.79293645195185,-392.56250189487645,-381.4090740793299,-388.5300083182636,-388.99463348684714,-388.05783084625375,3.637003129117162,3
4,166.8154347419739,10.63832153534207,5.570111274719238,0.6035673907862973,1,1000,log2,32.0,True,"{'random_state': 1, 'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 32.0, 'bootstrap': True}",-170.8915337533043,-175.16753455750376,-168.9034707276742,-170.4905101083761,-170.3167711820329,-171.15396406577824,2.1158166793931845,1
